No,ANCHOR,TENANT,Site ID DMT,Project ID Actual,Tower Owner,Site ID Tenant,Site Name Owner,Site Name Actual,Address,City,Province,Longitude,Latitude,Site Source,Last Survey Audit,NPA,Name Of Tenant,Count Number Of Tenant,Tenant Start Lease,Tenant End Lease,Tenant Rental Price/Month,Class Of Service,Site Type,longitude_decimal,latitude_decimal
2953,ANCHOR,TENANT,JMR-07-090,16TS11B0312,MITRATEL,JBR425,RNC625_2_Site Planning 1_NewSite_209,Sidomekar2,Dusun Tegal Baru RT 03 RW 025  Paleran Umbul Sari Jember Jember 60235,Jember,Jawa Timur,11347382.0,-823653.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2027-05-04 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,113.47382,-8.23653
2954,,TENANT,JMR-07-090,19HC10C0071,MITRATEL,JBR425ML_SIDOMEKAR2D,Sidomekar2,Sidomekar2,Dusun Tegal Baru RT 03 RW 025  Paleran Umbul Sari Jember Jember 60235,Jember,Jawa Timur,11347382.0,-823653.0,ORGANIC,2099-12-31,NO,IOH,2,2022-10-01 00:00:00,2032-03-13 00:00:00,11571628.0,Full Maintenance,GREENFIELD,113.47382,-8.23653
2955,ANCHOR,TENANT,JMR-07-091,16TS11B0313,MITRATEL,JBR426,RNC625_2_Site Planning 1_NewSite_182,BALUNGKULON,Dusun Kebon Sari RT 04 RW 010  Balung Lor Balung Jember Jember 60235,Jember,Jawa Timur,11353693.0,-828551.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2027-03-21 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,113.53693,-8.28551
2956,,TENANT,JMR-07-091,19HC10C0073,MITRATEL,TOCO_41761,BALUNGKULON,BALUNGKULON,Dusun Kebon Sari RT 04 RW 010  Balung Lor Balung Jember Jember 60235,Jember,Jawa Timur,11353693.0,-828551.0,ORGANIC,2099-12-31,NO,IOH,2,2022-10-01 00:00:00,2032-05-04 00:00:00,11571628.0,Full Maintenance,GREENFIELD,113.53693,-8.28551
2957,ANCHOR,TENANT,JMR-07-092,16TS11B0314,MITRATEL,JBR433,RNC625_2_Site Planning 1_NewSite_204,Patemon 3,Dsn Krajan RT/RW 01/02 Pontok Dalem Semboro Jember Jember 60235,Jember,Jawa Timur,11343102.0,-814789.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-05-16 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,113.43102,-8.14789
2958,,,JMR-07-092,19HC10C0084,MITRATEL,TOCO_96129,RNC625_2_Site Planning 1_NewSite_204,RNC625_2_Site Planning 1_NewSite_204,Dsn. Krajan RT/RW 01/02 Pontok Dalem Semboro Jember Jember 60235,Jember,Jawa Timur,11343102.0,-814789.0,ORGANIC,2099-12-31,NO,IOH,1,2022-10-01 00:00:00,2032-08-11 00:00:00,10821628.0,No Maintenance,GREENFIELD,113.43102,-8.14789
2959,ANCHOR,TENANT,BYW-07-078,16TS11B0315,MITRATEL,BWI329,SukoWetanSidoarjo,SIDOREJO BANYUWANGI3,"Dsn, Jati Mulyo RT 09 RW 01, Desa Glagah Agung, Kec, Purwoharjo, Kab, Banyuwangi",Banyuwangi,Jawa Timur,11425578.0,-850586.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-03-14 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,114.25578,-8.50586
2960,ANCHOR,TENANT,BYW-07-079,16TS11B0323,MITRATEL,BWI326,New Site XXX23,Bangorejo 2,Dsn Krajan RT.04/02  Purwodadi Gambiran Banyuwangi Banyuwangi 60235,Banyuwangi,Jawa Timur,114182614.0,-8453159.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-08-13 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,114.182614,-8.453159
2961,,,BYW-07-079,19HC10C0004,MITRATEL,134759,Bangorejo 2,Bangorejo 2,Dsn Krajan RT.04/02  Purwodadi Gambiran Banyuwangi Banyuwangi 60235,Banyuwangi,Jawa Timur,114182614.0,-8453159.0,ORGANIC,2099-12-31,NO,IOH,1,2022-10-01 00:00:00,2031-11-17 00:00:00,11071628.0,No Maintenance,GREENFIELD,114.182614,-8.453159
2962,,,BYW-07-079,22XL02C0016,MITRATEL,JAW-JI-BYW-4151,PURWODADI_GAMBIRAN,PURWODADI_GAMBIRAN,Dsn Krajan RT04/02  Purwodadi Gambiran Banyuwangi Banyuwangi 60235,Banyuwangi,Jawa Timur,114182614.0,-8453159.0,ORGANIC,2099-12-31,NO,XL,1,2022-04-02 00:00:00,2032-04-01 00:00:00,12083333.0,No Maintenance,GREENFIELD,114.182614,-8.453159
2963,ANCHOR,TENANT,JMR-07-093,16TS11B0322,MITRATEL,JBR434,RNC625_2_JlDiponegoro,Tanggul Kulon,"Jl Dr Soebandi RT 04 RW 01, Desa Petemon, Kec Tanggul, Kab Jember",Jember,Jawa Timur,11344789.0,-81575.0,ORGANIC,2099-12-31,NO,TSEL,3,2022-01-01 00:00:00,2027-07-13 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,113.44789,-8.1575
2964,,TENANT,JMR-07-093,19IS05C0538,MITRATEL,20JBR153,TANGGUL_JBR,Tanggul Kulon,"Jl Dr Soebandi RT 04 RW 01, Desa Petemon, Kec Tanggul, Kab Jember",Jember,Jawa Timur,11344789.0,-81575.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2029-11-25 00:00:00,12139226.0,Full Maintenance,GREENFIELD,113.44789,-8.1575
2965,,,JMR-07-093,19HC10C0348,MITRATEL,TOCO_96143,Tanggul Kulon,Tanggul Kulon,"Jl. Dr. Soebandi RT 04 RW 01, Desa Petemon, Kec. Tanggul, Kab. Jember",Jember,Jawa Timur,11344789.0,-81575.0,ORGANIC,2099-12-31,NO,IOH,3,2022-10-01 00:00:00,2032-08-07 00:00:00,10821628.0,No Maintenance,GREENFIELD,113.44789,-8.1575
2966,,TENANT,JMR-07-093,20SF02C0061,MITRATEL,ZJBR_0349,Tanggul Kulon,Tanggul Kulon,"Jl Dr Soebandi RT 04 RW 01, Desa Petemon, Kec Tanggul, Kab Jember",Jember,Jawa Timur,11344789.0,-81575.0,ORGANIC,2099-12-31,NO,SMART,3,2022-01-01 00:00:00,2026-01-19 00:00:00,10000000.0,Full Maintenance,GREENFIELD,113.44789,-8.1575
2967,ANCHOR,TENANT,BYW-07-080,16TS11B0321,MITRATEL,BWI318,RNC637_Site Planning 1_NewSite_197,SMAN 1 Bangorejo,Dsn Kebonrejo RT01 RW01 Ds Kebondalam  Kebondalm Bangorejo Banyuwangi Banyuwangi 60235,Banyuwangi,Jawa Timur,11414321.0,-848483.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-05-04 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,114.14321,-8.48483
2968,ANCHOR,TENANT,BYW-07-081,16TS11B0320,MITRATEL,BWI312,New Site XXX19,Bulusan 2,Dusun Krajan RT003 RW012  Ketapang Kalipuro Banyuwangi Banyuwangi 60235,Banyuwangi,Jawa Timur,11438641.0,-815003.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-04-12 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,114.38641,-8.15003
2969,ANCHOR,TENANT,BJN-07-036,16TS11B0318,MITRATEL,BJO234,Raya Lajuk TBG,Klampok Bojonegoro,Dsn Sembungrejo RT 14/002  Plesungan Kapas Bojonegoro Bojonegoro 60235,Bojonegoro,Jawa Timur,11192117.0,-71933.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2027-04-05 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,111.92117,-7.1933
2970,,TENANT,BJN-07-036,19HC02C0159,MITRATEL,134997,Klampok Bojonegoro,Klampok Bojonegoro,Dsn Sembungrejo RT 14/002  Plesungan Kapas Bojonegoro Bojonegoro 60235,Bojonegoro,Jawa Timur,11192117.0,-71933.0,ORGANIC,2099-12-31,NO,IOH,2,2022-04-01 00:00:00,2029-08-10 00:00:00,12095982.0,Full Maintenance,GREENFIELD,111.92117,-7.1933
2971,ANCHOR,TENANT,BJN-07-037,16TS11B0317,MITRATEL,BJO235,PAGERNGUMBUK,Plesungan,Jl Rambutan RT017 RW005 Desa Kabunan  Kabunan Balen Bojonegoro Bojonegoro 60235,Bojonegoro,Jawa Timur,111936.0,-719335.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2027-04-16 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,111.936,-7.19335
2972,,TENANT,BJN-07-037,19HC07C0490,MITRATEL,632227,PAGERNGUMBUK,PAGERNGUMBUK,Jl Rambutan RT017 RW005 Desa Kabunan  Kabunan Balen Bojonegoro Bojonegoro 60235,Bojonegoro,Jawa Timur,111936.0,-719335.0,ORGANIC,2099-12-31,NO,IOH,2,2022-10-01 00:00:00,2032-04-20 00:00:00,11071628.0,Full Maintenance,GREENFIELD,111.936,-7.19335
2973,ANCHOR,TENANT,BYW-07-082,16TS11B0316,MITRATEL,BWI328,Polu seloko,SMP negeri 4 pandan,Dusun Pandan RT003 RW005  Kembirihan Genteng Banyuwangi Banyuwangi 60235,Banyuwangi,Jawa Timur,11419708.0,-837224.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-02-12 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,114.19708,-8.37224
2974,ANCHOR,TENANT,SBY-07-106,16TS11W0546,MITRATEL,SBY838,SMAN 2 SurabayaDMT,SMAN 2 SurabayaDMT,"Jl. Wijaya Kusuma, Ketabang, Genten No. 48 Ketabang Genten Surabaya, Kota Surabaya, Kota 60235","Surabaya, Kota",Jawa Timur,11274974.0,-725684.0,ORGANIC,2099-12-31,NO,TSEL,1,2016-10-30 00:00:00,2026-10-29 00:00:00,15700000.0,Minimum Maintenance,ROOFTOP,112.74974,-7.25684
2975,ANCHOR,TENANT,SBY-07-107,16TS11W0545,MITRATEL,SBY039,STO Perak RelocDMT,TANJUNG PERAK,"Jl, Perak Timur No, 480 Rt : - Rw : - Dusun Perak Utara Desa Perak Utara Kec, Pabean Cantikan Kab/Kod, Surabaya 60165","Surabaya, Kota",Jawa Timur,11273475.0,-720432.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-08-06 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.73475,-7.20432
2976,ANCHOR,TENANT,KPN-07-142,16TS11W0543,MITRATEL,BTU033,Mondoroko RelocDMT,Mondoroko RelocDMT,Jl. Mondoroko Nomor 1 kec. Singosari Kab Malang,Malang,Jawa Timur,11266006.0,-790431.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-03-26 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.66006,-7.90431
2977,ANCHOR,TENANT,KNR-07-034,16TS11W0539,MITRATEL,BLR044,Dsn GambarDMT,Dsn GambarDMT,RT 01 RW 012  Sumberasri Nglegok Blitar Blitar 60235,Blitar,Jawa Timur,11222378.0,-797264.0,ORGANIC,2099-12-31,NO,TSEL,2,2017-02-20 00:00:00,2027-02-19 00:00:00,15700000.0,Minimum Maintenance,GREENFIELD,112.22378,-7.97264
2978,,TENANT,KNR-07-034,23XL03C0244,MITRATEL,JAW-JI-KNR-4294,Dsn GambarDMT,SUMBERASRI_NGLEGOK,Dsn Sumber Asri RT. 01 RW. 012 Desa Sunber Asri Kec. Nglegok Kabupaten Blitar,Blitar,Jawa Timur,11222378.0,-797264.0,ORGANIC,2099-12-31,NO,XL,2,2023-06-20 00:00:00,2036-06-19 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,112.22378,-7.97264
2980,ANCHOR,TENANT,KNR-07-035,16TS11W0538,MITRATEL,BLR028,Sekar Gadung BlitarDMT,Sekar Gadung BlitarDMT,RT 04 RW 03 No 11 Balerejo Panggungrejo Blitar Blitar 60235,Blitar,Jawa Timur,11230312.0,-829022.0,ORGANIC,2099-12-31,NO,TSEL,3,2022-01-01 00:00:00,2027-02-19 00:00:00,15151000.0,Minimum Maintenance,GREENFIELD,112.30312,-8.29022
2981,,TENANT,KNR-07-035,21IS03C0080,MITRATEL,20BLT208,SEKARGADUNG_BLT,Sekar Gadung BlitarDMT,RT 04 RW 03 No 11 Balerejo Panggungrejo Blitar Blitar 60235,Blitar,Jawa Timur,11230312.0,-829022.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2031-08-05 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,112.30312,-8.29022
2982,,TENANT,KNR-07-035,23XL03C0245,MITRATEL,JAW-JI-KNR-4295,BALEREJO_PANGGUNGREJO,Sekar Gadung BlitarDMT,RT. 04 RW. 03 No. 11 Balerejo Panggungrejo Blitar,Blitar,Jawa Timur,11230312.0,-829022.0,ORGANIC,2099-12-31,NO,XL,3,2023-07-09 00:00:00,2036-07-08 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,112.30312,-8.29022
2985,ANCHOR,,SBY-07-108,16XL11Z0005,MITRATEL,3545034G,3G_DORANG BARU,3G_DORANG BARU,"Jl Made Barat RT001 RW002  Made Sambikerep Surabaya, Kota Surabaya, Kota 60235","Surabaya, Kota",Jawa Timur,112631783.0,-7278928.0,ORGANIC,2099-12-31,YES,XL,0,2022-01-01 00:00:00,2027-05-12 00:00:00,14700000.0,No Maintenance,GREENFIELD,112.631783,-7.278928
2986,ANCHOR,,MLG-07-073,16XL11H0007,MITRATEL,SH3555193G,3G_BTS HOTEL_UNIBRAW 3ÃÂ ,3G_BTS HOTEL_UNIBRAW 3,"Jl Fakultas Pertanian Ketawanggede  Lowokwaru Lowokwaru Malang, Kota Malang, Kota 60235","Malang, Kota",Jawa Timur,112613563.0,-7953987.0,ORGANIC,2099-12-31,YES,XL,0,2022-01-01 00:00:00,2029-11-10 00:00:00,5361111.0,No Maintenance,GREENFIELD,112.613563,-7.953987
2987,ANCHOR,TENANT,MLG-07-074,16XL11B0020,MITRATEL,2555156,TASIK MADU Relocation,TASIK MADU Relocation,"Jl Saxapone RT07/RW05  Jatimulyo Lowokwaru ""Malang, Kota"" ""Malang, Kota"" 60235","Malang, Kota",Jawa Timur,11260899.0,-793004.0,ORGANIC,2099-12-31,NO,XL,3,2022-10-17 00:00:00,2027-10-16 00:00:00,12100000.0,Full Maintenance,GREENFIELD,112.60899,-7.93004
2988,,TENANT,MLG-07-074,19BS06C0101,MITRATEL,ZMLG_0174,TASIK MADU Relocation,TASIK MADU Relocation,"Jl Saxapone RT07/RW05  Jatimulyo Lowokwaru ""Malang, Kota"" ""Malang, Kota"" 60235","Malang, Kota",Jawa Timur,11260899.0,-793004.0,ORGANIC,2099-12-31,NO,IBS,3,2022-01-01 00:00:00,2029-08-18 00:00:00,5131720.0,No Maintenance,GREENFIELD,112.60899,-7.93004
2989,,TENANT,MLG-07-074,20IS01C0078,MITRATEL,20MLG163,Saxsophone_Mlg_MLG,TASIK MADU Relocation,"Jl Saxapone RT07/RW05  Jatimulyo Lowokwaru ""Malang, Kota"" ""Malang, Kota"" 60235","Malang, Kota",Jawa Timur,11260899.0,-793004.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2030-09-08 00:00:00,12056100.0,Full Maintenance,GREENFIELD,112.60899,-7.93004
2990,ANCHOR,TENANT,JBG-07-038,16TS11B1001,MITRATEL,JMB196,Mojoduwur,Mojoduwur,Dsn Juning RT003 RW001 Dsn Mojoduwur  Mojoduwur Mojowarno Jombang Jombang 60235,Jombang,Jawa Timur,11231411.0,-763316.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-04-14 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.31411,-7.63316
2991,ANCHOR,TENANT,JBG-07-039,16TS11B1000,MITRATEL,JMB195,PT CHAROEN POKPHAND,PT CHAROEN POKPHAND,Jl Sriwijaya RT001 RW 003 Ds Ploso  Ploso Ploso Jombang Jombang 60235,Jombang,Jawa Timur,11226701.0,-75469.0,ORGANIC,2099-12-31,NO,TSEL,3,2022-01-01 00:00:00,2027-05-11 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.26701,-7.5469
2992,,TENANT,JBG-07-039,17BS03C0023,MITRATEL,ZMLG_0283,Ponpes Lirboyo,PT CHAROEN POKPHAND,Jl Sriwijaya RT001 RW 003 Ds Ploso  Ploso Ploso Jombang Jombang 60235,Jombang,Jawa Timur,11226701.0,-75469.0,ORGANIC,2099-12-31,NO,IBS,3,2022-01-01 00:00:00,2027-05-18 00:00:00,7500000.0,No Maintenance,GREENFIELD,112.26701,-7.5469
2993,,TENANT,JBG-07-039,19IS05C0495,MITRATEL,20JMB145,CHARON_PLOSO,CHARON_PLOSO,Jl Sriwijaya RT001 RW 003 Ds Ploso  Ploso Ploso Jombang Jombang 60235,Jombang,Jawa Timur,11226701.0,-75469.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2029-10-21 00:00:00,12139226.0,Full Maintenance,GREENFIELD,112.26701,-7.5469
2994,,,JBG-07-039,19HC07C0598,MITRATEL,134553,PT CHAROEN POKPHAND,PT CHAROEN POKPHAND,Jl. Sriwijaya RT001 RW 003 Ds. Ploso  Ploso Ploso Jombang Jombang 60235,Jombang,Jawa Timur,11226701.0,-75469.0,ORGANIC,2099-12-31,NO,IOH,3,2022-10-01 00:00:00,2031-11-19 00:00:00,11571628.0,No Maintenance,GREENFIELD,112.26701,-7.5469
2995,ANCHOR,TENANT,JBG-07-040,16TS11B0999,MITRATEL,JMB194,Stadion Ngoro,Stadion Ngoro,RT 02 RW03  Kauman Ngoro Jombang Jombang 60235,Jombang,Jawa Timur,11226691.0,-769694.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2027-03-27 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.26691,-7.69694
2996,,,JBG-07-040,18HC12C0490,MITRATEL,139792,Stadion Ngoro,Stadion Ngoro,RT. 02 RW.03  Kauman Ngoro Jombang Jombang 60235,Jombang,Jawa Timur,11226691.0,-769694.0,ORGANIC,2099-12-31,NO,IOH,2,2022-04-01 00:00:00,2031-03-14 00:00:00,12095982.0,No Maintenance,GREENFIELD,112.26691,-7.69694
2997,,TENANT,JBG-07-040,19IS05C0498,MITRATEL,20JMB162,NGOROKAUMAN,NGOROKAUMAN,RT 02 RW03  Kauman Ngoro Jombang Jombang 60235,Jombang,Jawa Timur,11226691.0,-769694.0,ORGANIC,2099-12-31,NO,IOH,2,2022-01-01 00:00:00,2029-11-11 00:00:00,12139226.0,Full Maintenance,GREENFIELD,112.26691,-7.69694
2998,ANCHOR,TENANT,JBG-07-041,16TS11B0998,MITRATEL,JMB193,PERAKJOMBANG 2,PERAKJOMBANG 2,RT 06 RW 02  Sembung Perak Jombang Jombang 60235,Jombang,Jawa Timur,11216907.0,-75844.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2027-03-22 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.16907,-7.5844
2999,,TENANT,JBG-07-041,19IS05C0493,MITRATEL,20JMB136,SEMBUNGPERAK,SEMBUNGPERAK,RT 06 RW 02  Sembung Perak Jombang Jombang 60235,Jombang,Jawa Timur,11216907.0,-75844.0,ORGANIC,2099-12-31,NO,IOH,2,2022-01-01 00:00:00,2029-11-11 00:00:00,12139226.0,Full Maintenance,GREENFIELD,112.16907,-7.5844
3000,ANCHOR,TENANT,LMG-07-025,16TS11B0996,MITRATEL,LMG162,SEKARGADUNG 2,SEKARGADUNG 2,Dsn Mungsu RT 03 RW 04 Ds Sugihwaras  Sugihwaras Kalitengah Lamongan Lamongan 60235,Lamongan,Jawa Timur,11243926.0,-700592.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2027-08-27 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.43926,-7.00592
3001,,,LMG-07-025,18HC09C0028,MITRATEL,131594,SEKARGADUNG 2,DMT_Kalitengah,Dsn Mungsu RT 03 RW 04 Ds Sugihwaras  Sugihwaras Kalitengah Lamongan Lamongan 60235,Lamongan,Jawa Timur,11243926.0,-700592.0,ORGANIC,2099-12-31,NO,IOH,2,2022-04-01 00:00:00,2030-11-21 00:00:00,12273807.0,No Maintenance,GREENFIELD,112.43926,-7.00592
3002,,TENANT,LMG-07-025,19IS05C0501,MITRATEL,20LMG126,MUNGSU_LMG,MUNGSU_LMG,Dsn Mungsu RT 03 RW 04 Ds Sugihwaras  Sugihwaras Kalitengah Lamongan Lamongan 60235,Lamongan,Jawa Timur,11243926.0,-700592.0,ORGANIC,2099-12-31,NO,IOH,2,2022-01-01 00:00:00,2029-11-02 00:00:00,12139226.0,Full Maintenance,GREENFIELD,112.43926,-7.00592
3003,ANCHOR,TENANT,TRK-07-023,16TS11B0995,MITRATEL,TGK129,Pelabuhan Perikanan Nusantara Prigi,Pelabuhan Perikanan Nusantara,"Jl. Pantai Prigi Trenggalek RT 9 RW 2, Desa Tasikmadu, Kec. Watulimo, Kab/Kota Trenggalek Â ",Trenggalek,Jawa Timur,11173212.0,-828753.0,ORGANIC,2099-12-31,NO,TSEL,3,2022-01-01 00:00:00,2027-12-19 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,111.73212,-8.28753
3004,,TENANT,TRK-07-023,19HC10C0163,MITRATEL,632065,Pelabuhan Perikanan Nusantara Prigi,Pelabuhan Perikanan Nusantara Prigi,"Jl. Pantai Prigi Trenggalek RT 9 RW 2, Desa Tasikmadu, Kec. Watulimo, Kab/Kota Trenggalek Â ",Trenggalek,Jawa Timur,11173212.0,-828753.0,ORGANIC,2099-12-31,NO,IOH,3,2022-10-01 00:00:00,2032-09-29 00:00:00,10821628.0,Full Maintenance,GREENFIELD,111.73212,-8.28753
3005,,TENANT,TRK-07-023,23XL03C0488,MITRATEL,JAW-JI-TRK-4281,WATULIMO_TRENGGALEK,Pelabuhan Perikanan Nusantara,Jl. Pantai Prigi Trenggalek RT 9 RW 2  Tasikmadu Watulimo Trenggalek,Trenggalek,Jawa Timur,11173212.0,-828753.0,ORGANIC,2099-12-31,NO,XL,3,2023-09-06 00:00:00,2036-09-05 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,111.73212,-8.28753
3007,ANCHOR,TENANT,BYW-07-083,16TS11B0992,MITRATEL,BWI331,PT KERTAS BASUKI RAHMAD INDONESIA,PT KERTAS BASUKI RAHMAD INDONE,Jl Andalas RT 06 RW 03  Singotrunan Banyuwangi Banyuwangi Banyuwangi 60235,Banyuwangi,Jawa Timur,11437023.0,-81992.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2027-05-10 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,114.37023,-8.1992
3008,,,BYW-07-083,19HC07C0626,MITRATEL,134501,PT KERTAS BASUKI RAHMAD INDONESIA,PT KERTAS BASUKI RAHMAD INDONE,Jl Andalas RT 06 RW 03  Singotrunan Banyuwangi Banyuwangi Banyuwangi 60235,Banyuwangi,Jawa Timur,11437023.0,-81992.0,ORGANIC,2099-12-31,NO,IOH,2,2022-10-01 00:00:00,2032-01-05 00:00:00,11571628.0,No Maintenance,GREENFIELD,114.37023,-8.1992
3009,,TENANT,BYW-07-083,20SF02C0094,MITRATEL,ZJBR_0385,PT KERTAS BASUKI RAHMAD INDONESIA,PT KERTAS BASUKI RAHMAD INDONESIA,Jl Andalas RT 06 RW 03  Singotrunan Banyuwangi Banyuwangi Banyuwangi 60235,Banyuwangi,Jawa Timur,11437023.0,-81992.0,ORGANIC,2099-12-31,NO,SMART,2,2022-01-01 00:00:00,2026-01-13 00:00:00,10000000.0,Full Maintenance,GREENFIELD,114.37023,-8.1992
3010,ANCHOR,TENANT,BYW-07-084,16TS11B0991,MITRATEL,BWI330,Wonosobo 2,Wonosobo 2,Dusun Sumber Agung RT02 RW 05  Rejoagung Srono Banyuwangi Banyuwangi 60235,Banyuwangi,Jawa Timur,11430547.0,-837413.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-05-10 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,114.30547,-8.37413
3011,ANCHOR,TENANT,BJN-07-038,16TS11B0990,MITRATEL,BJO236,Ngasem Bojonegoro 2,Wahana Geopark,RT 01 Rw 1  Wonocolo Kedewan Bojonegoro Bojonegoro 60235,Bojonegoro,Jawa Timur,11167298.0,-705418.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-04-03 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,111.67298,-7.05418
3013,,,SBY-07-110,16TS12T0051,MITRATEL,100000034480.2,STO Kebalen,STO Kebalen,"Surabaya, Krembangan Sel., Kec. Krembangan, Kota SBY, Jawa Timur 60175","Surabaya, Kota",Jawa Timur,112735.0,-723143.0,ORGANIC,2099-12-31,NO,TSEL,0,2022-01-01 00:00:00,2027-02-13 00:00:00,14000000.0,No Maintenance,GREENFIELD,112.735,-7.23143
3014,,,SBY-07-111,16TS12T0052,MITRATEL,100000034481.2,STO Manyar,STO Manyar,"Surabaya, Klampis Ngasem, Kec. Sukolilo, Kota SBY, Jawa Timur 60116","Surabaya, Kota",Jawa Timur,1127813.0,-728543.0,ORGANIC,2099-12-31,NO,TSEL,0,2022-01-01 00:00:00,2027-03-27 00:00:00,14700000.0,No Maintenance,GREENFIELD,112.7813,-7.28543
3015,ANCHOR,TENANT,SBY-07-112,16TS12B0118,MITRATEL,SBY768,Teluk Tomini Indonesia Power,Teluk Tomini Indonesia Power,Jl. Prapat Kurung SelatanPerak UtaraPabean Cantian,"Surabaya, Kota",Jawa Timur,11272339.0,-721058.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-08-31 00:00:00,2032-08-30 00:00:00,11800000.0,Minimum Maintenance,GREENFIELD,112.72339,-7.21058
3016,,,SBY-07-113,16TS12Z0376,MITRATEL,SBX177,Kampus Petra 2,Gudang Satkorlak,"Siwalankerto Wonocolo Surabaya  Siwalankerto Wonocolo Surabaya, Kota Surabaya, Kota 60235","Surabaya, Kota",Jawa Timur,1127421.0,-734086.0,ORGANIC,2099-12-31,NO,TSEL,0,2022-05-11 00:00:00,2024-05-10 00:00:00,8900000.0,No Maintenance,GREENFIELD,112.7421,-7.34086
3017,ANCHOR,,SBY-07-114,16TS12Z0369,MITRATEL,SBX136,PetemonSura,Asem Jaya IX,"Asem Jajar Gg VI Tembok Dukuh Bubutan  SAWAHAN SAWAHAN Surabaya, Kota Surabaya, Kota 60235","Surabaya, Kota",Jawa Timur,11271822.0,-725088.0,ORGANIC,2099-12-31,YES,TSEL,0,2022-05-11 00:00:00,2024-05-10 00:00:00,8900000.0,No Maintenance,ROOFTOP,112.71822,-7.25088
3018,ANCHOR,TENANT,LMG-07-026,16TS12Z0368,MITRATEL,SBX218,Gramedia Jemur Sari Selatan,Gramedia Jemur Sari Selatan,Kreteranggon Sambeng Kab Lamongan Sambeng Lamongan Lamongan Lamongan 60235,Lamongan,Jawa Timur,11273592.0,-732728.0,ORGANIC,2099-12-31,NO,TSEL,1,2021-12-15 00:00:00,2027-12-14 00:00:00,8900000.0,Minimum Maintenance,ROOFTOP,112.73592,-7.32728
